property_revision_id,case_count,property,property_label,property_description,author,repair_id_example,report_violation_type,changed_constraint_types,hash_before,hash_after,before_constraint_count,after_constraint_count
2442137584,4538,P2529,ČSFD film ID,identifier for a movie in the Czech-Slovak film database ČSFD,Sabelöga,reform_Q114503846_P2529_2442137584,Item P|57,"[""Q21503247""]",9604264dfad0a97baaa3c417d946d3604136b2b6,f3c2f6229047c598ec78165c65511a8496302174,12,11
2349186400,4468,P9307,Fancyclopedia 3 ID,identifier for a page on Fancyclopedia 3,A particle for world to form,reform_Q5321850_P9307_2349186400,Mandatory Qualifiers,"[""Q21510856""]",167c8e19b0d6a7c09d653090f07066015c415cde,aa3b6592a2773739274552ef3fb1d934c4edc410,5,6
2316258676,4455,P9899,music created for,"a work, event, etc. for which a musical composition was created (e.g., a play for which incidental music was composed; a ballet for which ballet music was written; a film for which motion picture music was created)",Kefr4000,reform_Q123412726_P9899_2316258676,Item P|1476,[],ec86bf0473d200b413988a0fa5458a14df6cff6c,74346a7b032275583625d99042483d15be936f4d,7,7
1839493915,4426,P5800,narrative role,narrative role of this character (should be used as a qualifier with P674 or restricted to a certain work using P10663),OmegaFallon,reform_Q61933393_P5800_1839493915,Type Q|386724,[],f4c0d35976e743caeb893ae9e4ab41709d66736c,427147685b3b5f5354652f600db4a0a14896f66b,11,11
2417146821,4357,P476,CELEX number,identifier for European legal texts in EUR-Lex database,KrBot,reform_Q100262123_P476_2417146821,"Type Q|11122, Q|2334719, Q|131569, Q|3629172",[],5263720482dc1adf01bc2bd22d7c14dcd96be298,aa1c9fcd0942afaae4103695c5b54d39fb6dc31b,7,7
1715882061,4345,P282,writing system,"alphabet, character set or other system of writing used by a language, word, or text, supported by a typeface",عُثمان,reform_Q43185431_P282_1715882061,One of,[],77bcbffbba77fe9e4c6d683d9605d7f28c11c536,a2cb2d3d5c6a44614832e3cc4bb02856372c1782,8,9
2385729735,4245,P4162,AUR package,official name of the package on the Arch User Repository,Matthias M.,reform_Q156197_P4162_2385729735,Scope,"[""Q21503247""]",45de560954e7be41fbdbb6ad67337ff4f85dd058,1c4cc97224ed374d9f3ad7beac5162c3d0247cee,4,3
2336073995,4220,P7699,National Library of Lithuania ID,"authority id at the National Library of Lithuania, part of VIAF (code LIH)",Juwan,reform_Q251287_P7699_2336073995,Label in lt language,[],0402da51146ef35485a45fc72a5241dcaaedfa7b,fbfbd14071c4560a76f42c2f0a8d89a10b51098a,6,6
2405574367,4111,P1552,has characteristic,inherent or distinguishing quality or feature of the entity. Use a more specific property when possible,Gymnicus,reform_Q1365006_P1552_2405574367,None of,[],a9ffc2f0b205e264e87a686a914a92a41054b05a,3bdb2db506a03caa80fb8f8005ac523eac253eb6,27,27
2428712581,4096,P3137,parent peak,"higher peak whose territory this peak resides in, where the territory is defined by a contour line through a key col, which can be selected based on several competing approaches",Harald Hetzner,reform_Q5191485_P3137_2428712581,Item P|2659,[],050a82ae03b00575ba6a5888d9728ddebf6d753a,4ede85897025f274fb29f47ace6c8a7f9ff4e937,10,10
2414087018,4092,P3628,British History Online VCH ID,"identifier of a place, in the British History Online digitisation of the Victoria County History",Jheald,reform_Q105793195_P3628_2414087018,Format,[],fdb853d19bfe6ad54ebc4b9190efdd40610f5af9,22c8ef05a3538a832d60310caea6cbf1059e1e09,4,4
1648181364,3402,P1296,Gran Enciclopèdia Catalana ID (former scheme),"identifier for an item in the Gran Enciclopèdia Catalana. Replaced with ""Gran Enciclopèdia Catalana ID (P12385)""",Nikki,reform_Q159898_P1296_1648181364,Single value,[],02755eb4bf2c3dd6a77ae6165cb9c4894a779a45,48ae3a4b24989e2f2e751e655c874dceb0e12c5f,9,9
2292837202,3299,P175,performer,"actor, musician, band or other performer associated with this role or musical work",Trade,reform_Q3804706_P175_2292837202,"Value type Q|5, Q|2088357, Q|15632617, Q|60614352, Q|215380, Q|6619719, Q|15711870, Q|15773317, Q|59755569, Q|18510489, Q|2416217, Q|15267437, Q|66481339, Q|65209857, Q|14514600, Q|12973014, Q|2393314, Q|5354754, Q|2013644, Q|26401003, Q|729, Q|1569167",[],3dc455e8a8adf7fb4510c94a4c5b1a4e913b8cd7,4057f3a67f654cae6ddfc690d91087b6901d88d9,9,9
2050398987,3137,P1786,posthumous name,name given to a person after death (East Asia),Trường Mộc,reform_Q45588085_P1786_2050398987,Item P|570,[],5c79afefc2e6c59b4f686ea67fdd14ec922d6ccd,a59a1d3b5d2a5e9147602c8ae7089004484502c2,8,8
2403749973,2881,P10225,official shop URL,"URL of the official store operated by this item, or the official product page operated by this item's creator",IagoQnsi,reform_Q24867704_P10225_2403749973,Mandatory Qualifiers,[],9e5db5cf17898fcb1c7c1062f64e18c5e8d52d09,fad8064412c7a50e64ab5858006b56b1389ad53b,9,10
2216480186,2772,P9058,Fichier des personnes décédées ID (matchID),identifier for an entry in INSEE's 'Fichier des personnes décédées' (deaths since 1970),Ayack,reform_Q116151877_P9058_2216480186,Item P|20,[],7925ca3cd7a46cf7d54c3792deeec5fafacc0a22,aadd4a6310aaab6fc1916dba0787f0fd614ebb9b,9,9
2236583436,2722,P2347,YSO ID,identifier for a concept in the General Finnish Ontology YSO,Samoasambia,reform_Q2826051_P2347_2236583436,Label in fi language,[],1fdaa5ed5deb7543d24778f96a438c8b0a8ac8ef,ba6e5b378390b6aa6fa99d381a94057fe7afc476,9,9
2385185076,2719,P4658,Coflein ID,"identifier for an historic site, monument or building in the National Monuments Record of Wales (NMRW) database",Back ache,reform_Q29482789_P4658_2385185076,Label in cy language,[],e81af76a2641d3ca6dcdc961d040a07b8b4ea815,87764a7e622901ece72a427b457a962c28dd530c,10,10
2437914959,2718,P577,publication date,date or point in time when a work or product was first published or released,Xezbeth,reform_Q19090542_P577_2437914959,"Type Q|386724, Q|17737, Q|1151067, Q|17489659, Q|3331189, Q|15306849, Q|2424752, Q|2031291, Q|814232, Q|121033050, Q|1046315, Q|179550, Q|15938550, Q|95074, Q|1172486, Q|49848",[],14cdf026e01be2670af629f45808bc7286ee90c4,18ee040f82c29185821a260d5ae9932d9c92b9a3,14,14
1488142524,2703,P2659,topographic isolation,minimum distance to a point of higher elevation,SilentSpike,reform_Q874584_P2659_1488142524,Item P|2660,[],3f34c4dd83b0c3f364388cf5252efa6a3f03ffb0,f4954230753ca7cbcd77c53e0d3e38a9d5b11da9,7,7
1000765570,2657,P5862,Lepidoptera of Belgium ID,identifier in the Catalogue of Lepidoptera of Belgium,Succu,reform_Q1225579_P5862_1000765570,Type Q|7432,[],5ea64a76a5eb67a2a67c645e0733197efb7469bb,f8abadb11c2bed0a8115ae0213cbad00c1ea99a8,4,4
2438176221,2648,P1257,depicts Iconclass notation,"Iconclass code depicted in an artwork, for linking Iconclass codes with their corresponding artistic themes or concepts, use P1256 (Iconclass notation)",Jerimee,reform_Q28008919_P1257_2438176221,Item P|136,[],01f86cd5a13cd73b846cf6fccaa0c610a82144d0,dfa56102d3572ec224f9998db2eb336f8758f7f9,10,9
2356827847,2591,P4275,Japanese Database of National Cultural Properties ID,identifier of a heritage asset in the Japanese Database of National Cultural Properties (kunishitei.bunka.go.jp),Peka,reform_Q107046984_P4275_2356827847,Item P|625,[],4653e025d5960e00022e06e3a534cfda36ce97c8,8b5f984e502e3b664228ccb62fa836a5b5adb09c,13,13
2440505308,2572,P1292,DNB edition ID,identifier in the German National Library catalogue (see also authority data P227),Gymnicus,reform_Q2583395_P1292_2440505308,Item P|629,"[""Q21503247""]",92f32cafd9c719cd48c537ffd369da88f6173030,3dd5c6f8a11819f90341a65733693c60b9be4d82,13,12
2442825468,2528,P21,sex or gender,"sex or gender identity of human or animal. For human: male, female, non-binary, intersex, transgender female, transgender male, agender, etc. For animal: male organism, female organism. Groups of same gender use subclass of (P279)",Jerimee,reform_Q28498420_P21_2442825468,Conflicts with P|17,[],4153e44669496bf040a48eb9d9fecb724aee43d6,9ffdd87dbef8eb12ce4d41577040011ac2ef7891,38,38
2370327892,2420,P2670,has part(s) of the class,the subject has one or more parts of the object class,BartoszKonkol,reform_Q5379059_P2670_2370327892,Item P|31,[],f625c9d92869ac9fde4d6504167caeaf4393dcad,ca2cf7025a412e51b7c45debae8a24f6b26c788d,8,8
2435817388,2383,P9818,Penguin Random House work ID,identifier for a book/publication on the Penguin Random House website,Jwillikers,reform_Q113655287_P9818_2435817388,Conflicts with P|747,[],b4b27f076d5528ae0797f18fd64e5bf092758685,d431b608238c15297e2f4e4d6a4b629e4e24f667,10,10
2217144931,2365,P11318,Kanjipedia kanji ID,identifier for a kanji on Kanjipedia,Nikki,reform_Q109763998_P11318_2217144931,Type Q|53764782,[],c4597431b6de9d61db1fb7e29758884291c5c8eb,7a135cbe156d6098078b432f5a5774891d8c3082,7,7
2091124869,2361,P3954,Senate of the Kingdom of Italy ID (obsolete),identifier of a member of the Senate of the Kingdom of Sardinia or of the Senate of the Kingdom of Italy on the Italian Senate website,Horcrux,reform_Q3758646_P3954_2091124869,Item P|12520,[],69381be4407163f39c633cb074deff429e7080b2,20cc3f87574048d64e2e4c068f893dbd1300cf12,10,11
2433261501,2231,P2293,genetic association,"general link between a disease and the causal genetic entity, if the detailed mechanism is unknown/unavailable",Izasala,reform_Q56003350_P2293_2433261501,Symmetric,"[""Q54554025""]",9c046c105459074419c6b6b305e3c9d9eb0c6f78,4ca189c279b2635fd3c436f1cace1bb0a2a74c13,3,2
2431371575,2221,P2193,Soccerbase player ID,player ID on the Soccerbase.com website,Mitte27,reform_Q5000889_P2193_2431371575,Item P|2446,[],533e59ecabc14c87668745cb594dd2dbe2dec149,4f0218f2afd154c555262789789acd743d61b407,11,10
2410670722,2200,P7504,Jeugdliteratuur ID,identifier for an author on the website Jeugdliteratuur.org,Wygod,reform_Q40033882_P7504_2410670722,Conflicts with P|1343,"[""Q21502838""]",dd49a253fb985bf8cdaf77540e6562bb69095fdf,961959536e950dbda514b6caece75aab89afbde9,6,5
2441138672,2133,P9160,Biographical Dictionary of the Czech Lands ID,identifier for a person in the Biographical Dictionary of the Czech Lands,Daniel Baránek,reform_Q94692599_P9160_2441138672,Label in cs language,"[""Q108139345""]",6ce4f743365687943e473f827738504551c62c48,f8ecaad274e9bd57bcb82ba54bbe15fbde1786dd,7,6
2361580316,2083,P4216,LNB Pro A player ID (archived),identifier for a player in the Ligue Nationale de Basket-ball (LNB) Pro A webpages,HanTsî,reform_Q20190628_P4216_2361580316,Item P|11344,[],37e97d4a79ac8157ce42fe7f5bfb7fd2fc116997,9888846886b0ed6b74b354c2eacdf4eea341da3f,10,11
2300357501,2007,P2888,exact match,"URL used to link two items or properties, indicating a high degree of confidence that the concepts can be used interchangeably",عُثمان,reform_Q55999494_P2888_2300357501,Unique value,[],0e450782584085754a738c6b561591d139161cb2,3f8571cfe8b1215979d4f9624b1cbfc325539288,6,6
1800952303,1966,P6004,Brasiliana Iconográfica ID,"identifier for an artwork, in the ""Brasiliana Infográfica"" database",Infrastruktur,reform_Q59873640_P6004_1800952303,Item P|136,[],670eab1d9c919cd5f168f0a5889172ba5cd95cfc,06cbee69f9d1eb4a03e523d6239c955a02a24538,19,18
2298793940,1934,P6509,total goals in career,goalscoring statistic,Swpb,reform_Q509165_P6509_2298793940,Allowed qualifiers,[],5a7caeb2d7fdc9e4119ca2e8774a8e934392a46e,3ad0a79e2e97121d491d48025328512a945bc9bc,3,3
2442352845,1643,P735,given name,first name or another given name of this person; values used with the property should not link disambiguations nor family names,Swpb,reform_Q4477906_P735_2442352845,Conflicts with P|17,[],48220aad70210b2f09dd68709f0cc66601d47c2b,0b94ae84accb701e29d60b04208ef59e98f5d398,17,17
1456089230,1514,P828,has cause,"underlying cause, entity that ultimately resulted in this effect",Azertus,reform_Q23019045_P828_1456089230,Inverse,[],9085b5e9fe35369430c9508d4f5414cc7ca466e9,decc1b77a57a7346eede7b4580873f5838aad75e,2,2
2386344088,1480,P485,archives at,the institution holding the subject's archives,Bliekt82,reform_Q50490087_P485_2386344088,Self link,[],99b49c44f1a2bce8859352d427a348e4af498f83,ba235e52595612023455365c26eecb9a4e401470,5,5
2442820132,1430,P5082,Store medisinske leksikon ID,identifier of an article in the online encyclopedia sml.snl.no,Einar Myre,reform_Q64513386_P5082_2442820132,Label in no language,[],b38a8c12c9cbee5199a0ccc06209908758be9dbb,e3283b052e19432f91055c0d909d7fd55b3cea8b,9,8
2329789991,1364,P409,Libraries Australia ID,"identifier issued by the National Library of Australia (see also P1315 for the newer People Australia identifier). VIAF component. Format: 1-12 digits, removing leading zero-padding.",Bob08,reform_Q132863353_P409_2329789991,Label in en language,[],6e0568e01d1769a0b45b017abaccb8ffd33ec87f,629969c29207c9874e9e196e01a9d2d738ca3fee,7,7
2445674626,1240,P8988,Mapy.com ID,identifier for a point of interest in Mapy.com,JAn Dudík,reform_Q43454448_P8988_2445674626,Item P|625,[],24d513db5ec3bd62001f537388c44a29b482fdd7,698c87a03258d2c8497f4f2fe89ac50608e68d09,11,11
2408264950,1239,P2588,administrative code of Indonesia,official identifier for Indonesian administrative subdivision issued by the Ministry of Home Affairs,Danil Satria,reform_Q26205088_P2588_2408264950,Single value,[],38e5474787f8e09140b6e42e5e0e425f45e954af,26272a63e3fa9c154a51cb0f6c1726f7e4453949,8,8
2407961125,1168,P9241,demographics of topic,item that deals with demographics of the subject,C960657,reform_Q1060042_P9241_2407961125,Target required claim P|910,"[""Q21510855""]",3aa225caa35acc0b43c5465b3dc0ce84dcb93c0c,3bf12b33a53b793f9d8d70b0a35d9883e73150ca,11,12
1774652896,1132,P957,ISBN-10,"former identifier for a book (edition), ten digits. Used for all publications up to 2006 (convertible to ISBN-13 for some online catalogs; useful for old books or fac-similes not reedited since 2007)",عُثمان,reform_Q60385843_P957_1774652896,Unique value,[],91ecbfa2476203c7a7244a62197c0de673ffc775,9aba6940dbcd0fb102409e100e7e40ecbfc6b531,8,9
2444079634,1070,P4969,derivative work,"new work of art (film, book, software, etc.) derived from major part of this work",Triggerhippie4,reform_Q127672147_P4969_2444079634,"Type Q|386724, Q|4886, Q|43099500, Q|95074, Q|18706315, Q|16686448, Q|116779428, Q|11424, Q|48708989, Q|15142894, Q|47451145",[],299ae3d11d3719afbe8480654eb40a568a11f3df,1d838d36ca14189d2b1aba130c0d9bc8b6393c0e,6,6
2442147265,1020,P121,item operated,"equipment, installation or service operated by the subject",LBLaiSiNanHai,reform_Q115908394_P121_2442147265,"Type Q|24229398, Q|14623646, Q|16334295, Q|1190554, Q|62934160, Q|7406919, Q|55006986, Q|13226383, Q|95074, Q|12737077, Q|340169, Q|1322323, Q|47311934, Q|268592, Q|7397, Q|3249551, Q|1656682",[],341a5a0a3b32c6863ad6fb34bc0f624b66c821a1,91f4dae117a3fb5af4ade635095e90c4ffc4a7b8,4,4
2441781084,956,P50,author,"main creator(s) of a written work (use on works, not humans); use P2093 (author name string) when Wikidata item is unknown or does not exist",210rabbit,reform_Q125306379_P50_2441781084,"Value type Q|215627, Q|61002, Q|43229, Q|16334295, Q|95074, Q|5, Q|11660, Q|75855169, Q|107307291, Q|24229398, Q|78056559, Q|60557912",[],94c1ff95280d7796d150be1ee06bfbaca60ea1ad,3977abd613ee7714eea347e81e26bd9496d277d8,14,14
2440585344,852,P2388,position held by head of the organization,position of the head of this item,Swpb,reform_Q118745310_P2388_2440585344,"Type Q|43229, Q|14623646, Q|16970",[],0b8b5ab93d0f8b80db61e8a7af333980fec697b4,08f94ecc39f223d331b338aa84ba4b3629bfbc90,6,6
