case_id,qid,property,track,class,subtype,confidence,selection_stratum,analysis_slice,main_score,diagnostic_only,popularity_bucket,constraint_family,truth_source,truth_token_kind,truth_tokens_preview,decision_branch,local_match_kind,local_match_source,tbox_revision_key,group_key,repair_locus_correct,historical_target_well_defined,target_visible_locally,extractor_missed_local_evidence,external_evidence_required,typec_judgment,typea_judgment,typeb_judgment,tbox_judgment,core_recommendation,notes,annotator_id,annotation_timestamp_utc
reform_Q2823688_P4529_2172698999,Q2823688,P4529,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,head,Q21503250,none_expected,none_expected,[],,,,TBOX::P4529::2172698999,TBOX::P4529::2172698999,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q29120371_P481_2317303689,Q29120371,P481,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,tail,Q21502404,none_expected,none_expected,[],,,,TBOX::P481::2317303689,TBOX::P481::2317303689,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q95573145_P640_2317152167,Q95573145,P640,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,tail,Q19474404,none_expected,none_expected,[],,,,TBOX::P640::2317152167,TBOX::P640::2317152167,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q29145379_P481_2317303689,Q29145379,P481,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,tail,Q21502404,none_expected,none_expected,[],,,,TBOX::P481::2317303689,TBOX::P481::2317303689,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q97728484_P4381_2418670693,Q97728484,P4381,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,tail,Q19474404,none_expected,none_expected,[],,,,TBOX::P4381::2418670693,TBOX::P4381::2418670693,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q10910066_P1006_2407207080,Q10910066,P1006,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,mid,Q21502404,none_expected,none_expected,[],,,,TBOX::P1006::2407207080,TBOX::P1006::2407207080,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q311452_P7699_2336073995,Q311452,P7699,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,head,Q19474404,none_expected,none_expected,[],,,,TBOX::P7699::2336073995,TBOX::P7699::2336073995,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q12309365_P640_2317152167,Q12309365,P640,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,head,Q19474404,none_expected,none_expected,[],,,,TBOX::P640::2317152167,TBOX::P640::2317152167,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q37069800_P3370_2381040789,Q37069800,P3370,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,tail,Q21503250,none_expected,none_expected,[],,,,TBOX::P3370::2381040789,TBOX::P3370::2381040789,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q7610894_P1006_2407207080,Q7610894,P1006,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,head,Q21502404,none_expected,none_expected,[],,,,TBOX::P1006::2407207080,TBOX::P1006::2407207080,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q232231_P480_2387684055,Q232231,P480,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,head,Q21502410,none_expected,none_expected,[],,,,TBOX::P480::2387684055,TBOX::P480::2387684055,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q979672_P640_2317152167,Q979672,P640,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,head,Q19474404,none_expected,none_expected,[],,,,TBOX::P640::2317152167,TBOX::P640::2317152167,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q10387_P5082_2442820132,Q10387,P5082,T_BOX,T_BOX,RESTRICTION_SET_CONTRACTION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_restriction_set_contraction,TRUE,FALSE,head,Q21503250,none_expected,none_expected,[],,,,TBOX::P5082::2442820132,TBOX::P5082::2442820132,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q7022922_2446097467,Q7022922,P373,A_BOX,TypeB,LOCAL_TEXT,medium,TypeB_LOCAL_TEXT,main_ic_g_local_text,TRUE,FALSE,mid,Q21502838,repair_target.new_value,literal,"[""Chromosomal abnormalities""]",local_match,literal_boundary,FOCUS_TEXT,,ABOX::Q7022922::P373,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q1751143_P480_2387684055,Q1751143,P480,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,head,Q21502410,none_expected,none_expected,[],,,,TBOX::P480::2387684055,TBOX::P480::2387684055,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q556054_2441757746,Q556054,P421,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,head,Q21503250,repair_target.new_value,qid,"[""Q6655"", ""Q6723""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q556054::P421,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q125288719_2447349917,Q125288719,P921,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,tail,Q21503250,repair_target.new_value,qid,"[""Q279438""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q125288719::P921,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q100537290_1295674850,Q100537290,P8726,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,tail,Q21502404,repair_target.new_value,literal,"[""2007/si/598/made""]",external_by_elimination,,,,ABOX::Q100537290::P8726,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q870008_2422735517,Q870008,P6671,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,head,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q870008::P6671,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q34318765_2441936274,Q34318765,P50,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q52004125,repair_target.new_value,qid,"[""Q58941021""]",external_by_elimination,,,,ABOX::Q34318765::P50,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q28606479_2443314174,Q28606479,P2860,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q21510864,repair_target.new_value,qid,"[""Q7810920"", ""Q5188679"", ""Q27700202"", ""Q27008841"", ""Q30978201"", ""...(+3)""]",external_by_elimination,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q28606479::P2860,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q100537767_1295681249,Q100537767,P8726,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,tail,Q21502404,repair_target.new_value,literal,"[""2013/si/572/made""]",external_by_elimination,,,,ABOX::Q100537767::P8726,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q127999_2422405350,Q127999,P6671,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,head,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q127999::P6671,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q3278345_2425323760,Q3278345,P2877,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q21502404,repair_target.new_value,numeric,"[""20748""]",external_by_elimination,,,,ABOX::Q3278345::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q132181527_2442323278,Q132181527,P131,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,FALSE,TRUE,tail,Q21502838,none_expected,none_expected,[],delete_refined,,,,ABOX::Q132181527::P131,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q43063426_2446941113,Q43063426,P2860,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,mid,Q21510864,repair_target.new_value,qid,"[""Q36000588"", ""Q30485299"", ""Q37738205""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q43063426::P2860,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q100537373_1295674950,Q100537373,P8726,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,tail,Q21502404,repair_target.new_value,literal,"[""2007/si/623/made""]",external_by_elimination,,,,ABOX::Q100537373::P8726,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q161564_2425215103,Q161564,P2877,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,head,Q21502404,repair_target.new_value,numeric,"[""28279""]",external_by_elimination,,,,ABOX::Q161564::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q1712494_2297189389,Q1712494,P8748,A_BOX,TypeB,LOCAL_TEXT,high,TypeB_LOCAL_TEXT,main_ic_g_local_text,TRUE,FALSE,mid,Q52004125,repair_target.new_value,numeric,"[""133430812""]",local_match,literal_exact,FOCUS_TEXT,,ABOX::Q1712494::P8748,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q100537036_1295668682,Q100537036,P8726,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,tail,Q21502404,repair_target.new_value,literal,"[""2007/si/483/made""]",external_by_elimination,,,,ABOX::Q100537036::P8726,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q135504583_2388914308,Q135504583,P5236,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,TRUE,FALSE,tail,Q21503250,repair_target.new_value,qid,"[""Q200"", ""Q201"", ""Q19242243""]",external_by_elimination,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q135504583::P5236,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q50414229_703355254,Q50414229,P644,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,tail,Q21502404,repair_target.new_value,numeric,"[""1205730""]",external_by_elimination,,,,ABOX::Q50414229::P644,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q137393445_2443449299,Q137393445,P31,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_UNKNOWN_OR_SPARSE_DIAGNOSTIC,main_ic_e_elim,TRUE,FALSE,mid,Q21510851,repair_target.new_value,qid,"[""Q7725634""]",external_by_elimination,,,,ABOX::Q137393445::P31,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q124966080_2445323477,Q124966080,P176,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,FALSE,TRUE,tail,Q21510865,none_expected,none_expected,[],delete_refined,,,,ABOX::Q124966080::P176,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q82027885_2425470082,Q82027885,P2877,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q21502404,repair_target.new_value,numeric,"[""14656750""]",external_by_elimination,,,,ABOX::Q82027885::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q123916603_P403_2442802452,Q123916603,P403,T_BOX,T_BOX,RELAXATION_SET_EXPANSION,high,TBOX_DIRECTIONAL_RELAXATION_OR_RESTRICTION,main_tbox_relaxation_set_expansion,TRUE,FALSE,tail,Q21503250,none_expected,none_expected,[],,,,TBOX::P403::2442802452,TBOX::P403::2442802452,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q21941_2422272874,Q21941,P6671,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,head,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q21941::P6671,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q63906311_2333514581,Q63906311,P7261,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,tail,Q21510859,repair_target.new_value,qid,"[""Q99867894""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q63906311::P7261,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q63907116_2333514839,Q63907116,P7261,A_BOX,TypeB,LOCAL_FOCUS_PREREPAIR_PROPERTY,high,TypeB_LOCAL_FOCUS_PREREPAIR_PROPERTY,main_ic_g_local_focus_prerepair_property,TRUE,FALSE,tail,Q21510859,repair_target.new_value,qid,"[""Q99867894""]",local_match,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q63907116::P7261,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q43455083_P8988_2445674626,Q43455083,P8988,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,mid,Q21502404,none_expected,none_expected,[],,,,TBOX::P8988::2445674626,TBOX::P8988::2445674626,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q72518501_2424863878,Q72518501,P2877,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q21502404,repair_target.new_value,numeric,"[""10762405"", ""3653849""]",external_by_elimination,,,,ABOX::Q72518501::P2877,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q22661176_P4203_664001720,Q22661176,P4203,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,FALSE,TRUE,mid,Q19474404,none_expected,none_expected,[],,,,TBOX::P4203::664001720,TBOX::P4203::664001720,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q129254_2422276094,Q129254,P6671,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,TRUE,FALSE,head,Q19474404,none_expected,none_expected,[],delete_refined,,,,ABOX::Q129254::P6671,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q108308406_2447220088,Q108308406,P50,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q52004125,repair_target.new_value,qid,"[""Q57413151"", ""Q26972386""]",external_by_elimination,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q108308406::P50,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q135501528_2388922197,Q135501528,P5236,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q21503250,repair_target.new_value,qid,"[""Q200"", ""Q201"", ""Q203"", ""Q713181""]",external_by_elimination,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q135501528::P5236,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q24030458_P373_2442604045,Q24030458,P373,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,TRUE,FALSE,mid,Q21502838,none_expected,none_expected,[],,,,TBOX::P373::2442604045,TBOX::P373::2442604045,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q4941561_2426561999,Q4941561,P682,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q21503250,repair_target.new_value,qid,"[""Q14633911"", ""Q14903145"", ""Q14859574"", ""Q14901698"", ""Q14858821"", ""...(+27)""]",external_by_elimination,id_exact,FOCUS_PREREPAIR_PROPERTY,,ABOX::Q4941561::P682,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q2326494_2441312347,Q2326494,P31,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,TRUE,FALSE,mid,Q21510851,repair_target.new_value,qid,"[""Q1573906""]",external_by_elimination,,,,ABOX::Q2326494::P31,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
